,name,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,calculated_host_listings_count,availability_365
8841,"Steps away from Grand Central, cute & cozy!",Christian,Manhattan,Midtown,40.75334,-73.97278,Entire home/apt,195,2,5,2017-10-01,1,0
8842,Large Bohemian Studio- Gramercy!,Gabrielle,Manhattan,Kips Bay,40.740840000000006,-73.98008,Entire home/apt,196,5,66,2019-07-02,1,323
8843,Sunny 2 bedroom in Fort Greene,Claudia,Brooklyn,Clinton Hill,40.68717,-73.9669,Entire home/apt,200,5,3,2015-07-03,1,0
8844,Bright Getaway Studio on the Hudson River,Kelly,Manhattan,Harlem,40.82036,-73.95415,Entire home/apt,100,2,24,2019-07-04,1,8
8845,Spacious loft with Balcony sleeps TWO,William,Brooklyn,Bedford-Stuyvesant,40.69723,-73.93769,Entire home/apt,95,3,29,2019-06-29,1,13
8846,Modern East Village Apt Great Location 1-3 Bdrms,Kareem,Manhattan,East Village,40.72563,-73.99118,Entire home/apt,300,2,16,2018-05-06,1,0
8847,Big room with king bed,Jewel,Brooklyn,Bay Ridge,40.632090000000005,-74.018,Private room,45,1,1,2019-04-08,1,95
8848,West Village Duplex with Backyard!,Umang,Manhattan,West Village,40.73191,-74.00493,Entire home/apt,800,3,0,,1,0
8849,"Large, King Size NYC Room Near Trains",Arianna & Z,Brooklyn,Bushwick,40.6987,-73.93776,Private room,75,2,85,2019-06-23,2,128
8850,#2 Make yourself at home. (close to LGA and JFK),Tenzin,Queens,East Elmhurst,40.76132,-73.88192,Private room,53,2,16,2019-06-21,1,79
8851,Peaceful Bushwick Apartment,Stephanie,Brooklyn,Bushwick,40.690290000000005,-73.90623000000001,Shared room,29,1,3,2018-04-01,1,0
8852,Sunnyside room mins to Times Square & JFK.,Kazuya,Queens,Sunnyside,40.74658,-73.92007,Private room,42,30,1,2019-04-22,103,0
8853,CLEAN COMFORTABLE ROOM 7 MIN FR JFK,Paulette,Queens,Springfield Gardens,40.66298,-73.7621,Private room,40,2,187,2019-03-08,3,352
8854,Times Square Unique Studio,Samira,Manhattan,Hell's Kitchen,40.75771,-73.99407,Private room,100,1,257,2019-06-13,1,20
8855,Coming soon,Joshua,Brooklyn,Carroll Gardens,40.68592,-73.99285,Private room,188,2,0,,1,0
8856,Cozy Brightly Lit Room in Huge Loft Space,Laura,Brooklyn,Williamsburg,40.70476,-73.92942,Private room,65,3,15,2019-05-27,2,2
8857,Amazing Backyard Studio (Williamsburg),Jermaine,Brooklyn,Williamsburg,40.70834,-73.94717,Entire home/apt,139,1,115,2019-06-15,2,67
8858,Airy Brooklyn Artist's Loft,Molly,Brooklyn,Williamsburg,40.71621,-73.96406999999999,Entire home/apt,280,4,0,,1,43
8859,"1 Bedroom, Close to 4, 5, 6 trains",Anna,Manhattan,East Harlem,40.80015,-73.93764,Private room,60,1,137,2019-06-30,2,98
8860,Amazing 1BD in Harlem,Frances,Manhattan,East Harlem,40.79921,-73.94749,Entire home/apt,155,6,7,2018-07-01,1,0
8861,Spacious & Bright 1 Bedroom Refuge in the Big City,Paul,Queens,Astoria,40.76214,-73.92148,Entire home/apt,150,6,1,2019-04-07,1,0
8862,Renovated rooms. Newly furnished 5 min from nyc.,Jeff,Bronx,Kingsbridge,40.88546,-73.90526,Private room,55,1,0,,2,64
8863,*PRIME MANHATTAN*one block to 5 trains*ROOFDECK!*,Sara,Manhattan,Harlem,40.8249,-73.94585,Private room,60,1,30,2019-06-23,1,67
8864,Sweet 1 bedroom apt in 1881 Brooklyn Brownstone,Daniel,Brooklyn,Park Slope,40.67812,-73.9771,Entire home/apt,200,4,0,,1,0
8865,Charming Studio in Upper East Side,Juan Ignacio,Manhattan,Upper East Side,40.77265,-73.94833,Entire home/apt,115,2,6,2018-04-15,1,0
8866,West village COZY! BEST LOCATION!,Jenny,Manhattan,West Village,40.73858,-74.00619,Entire home/apt,199,4,1,2018-09-18,1,232
8867,Beatiful Studio in williamsburg,Clara,Brooklyn,Williamsburg,40.7141,-73.96477,Entire home/apt,120,3,8,2017-09-25,1,0
8868,East Village Private Room & Bath,Can,Manhattan,East Village,40.72775,-73.9863,Private room,100,2,0,,2,0
8869,"Amazing , Clean, Cozy in Upper East Side Manhattan",Tito,Manhattan,Upper East Side,40.78139,-73.95379,Private room,87,2,2,2019-07-03,1,76
8870,Cute studio/room in the East Village,Hoan,Manhattan,East Village,40.72886,-73.9863,Private room,65,18,6,2017-10-10,1,0
8871,Warm and Friendly Near Broadway and 96th,David,Manhattan,Upper West Side,40.79566,-73.96859,Private room,95,6,22,2018-08-24,1,0
8872,New 4 bedroom Sunny Boutique Apt Steps from Train,Easton,Brooklyn,Bushwick,40.68899,-73.91615999999999,Entire home/apt,350,2,0,,5,358
8873,UWS One Bedroom Pre-War Gem,Jerry,Manhattan,Upper West Side,40.79221,-73.96588,Entire home/apt,225,3,2,2015-11-02,1,0
8874,"1BRD Greenpoint BK! Nightlife, parks, shops, food",Jenny,Brooklyn,Greenpoint,40.722640000000006,-73.94272,Entire home/apt,150,1,14,2019-03-24,1,0
8875,Bushwick gem with private garden patio.,Michele,Brooklyn,Bushwick,40.70451,-73.92062,Entire home/apt,150,4,32,2019-06-25,1,92
8876,Private room with private bathroom,Amanda,Brooklyn,Greenpoint,40.72342,-73.94838,Private room,99,2,38,2019-06-23,1,89
8877,"Big, brt rm w/ king bed+ pvt bath in HK/MT West",Anne,Manhattan,Hell's Kitchen,40.76575,-73.98938000000001,Private room,110,1,14,2019-05-29,1,0
8878,Spacious Victorian home,Susan,Brooklyn,Flatbush,40.63667,-73.96705,Entire home/apt,250,4,3,2019-06-25,1,35
8879,Cozy 2 Bedroom in Astoria,Theresa,Queens,Astoria,40.76516,-73.92281,Entire home/apt,112,6,2,2018-03-12,1,0
8880,Very Chic and SUPER Convenient South Harlem Apt,Patrice,Manhattan,Harlem,40.80283,-73.95569,Entire home/apt,95,2,4,2017-12-30,1,0
8881,"Private room in Times Square, HEART of the city!",Erica,Manhattan,Hell's Kitchen,40.75906,-73.98898,Private room,150,2,0,,1,0
8882,Cal King lovely room withTVwasher-dryer in kitchen,Betsy,Manhattan,Inwood,40.86912,-73.91988,Private room,70,1,1,2016-08-28,1,312
8883,Beautiful and bright apartment close to Manhattan!,Ines,Queens,Ditmars Steinway,40.77718,-73.91029,Entire home/apt,180,7,1,2019-05-25,2,122
8884,Cozy apartment In Manhattan,Erik,Manhattan,Hell's Kitchen,40.76447,-73.99103000000001,Shared room,69,1,4,2019-06-23,9,364
8885,Central Bedstuy Apt,Marclynn,Brooklyn,Bedford-Stuyvesant,40.68433,-73.94391999999999,Entire home/apt,110,3,0,,1,63
8886,'Fan'tastic,Jotham,Brooklyn,East Flatbush,40.64516,-73.94751,Private room,59,2,10,2019-06-01,4,41
8887,Brooklyn Serene Bedrooms,Florence,Brooklyn,Gowanus,40.68255,-73.98911,Entire home/apt,150,5,25,2019-06-30,2,54
8888,Minimal Bed-stuy Bedroom with Fire Escape,Amber,Brooklyn,Bedford-Stuyvesant,40.68611,-73.92428000000001,Private room,70,2,8,2019-07-01,2,5
8889,Upper East Side Alcove Studio,Sandra,Manhattan,Upper East Side,40.76832,-73.96118,Entire home/apt,200,1,4,2016-01-31,1,0
8890,Cozy 1BR on the UES near 6 Train,Eddy,Manhattan,Upper East Side,40.77386,-73.95348,Entire home/apt,200,6,0,,1,0
8891,Quiet and Clean,Veronica,Queens,Bellerose,40.73138,-73.74122,Private room,100,1,1,2019-06-02,2,342
8892,Chill in Style - A Music Producer's Dream Pad,Micah,Manhattan,Upper East Side,40.77439,-73.95047,Entire home/apt,242,3,0,,1,17
8893,Spacious and Homey Room,Jules Slutsky,Brooklyn,Crown Heights,40.67185,-73.94524,Private room,100,3,0,,1,220
8894,Beautiful 2 BR apartment next to restaurants/train,Bea Ebony,Brooklyn,Kensington,40.64272,-73.97187,Entire home/apt,140,3,13,2019-06-23,2,141
8895,Room to rest near LaGuardia. Steps to subway!,Kazuya,Queens,Jackson Heights,40.7488,-73.88045,Private room,39,30,1,2019-04-01,103,186
8896,BIG ROOM GREAT LOCATION,Cc,Brooklyn,Bushwick,40.70312,-73.92071,Private room,75,2,4,2019-06-29,1,76
8897,Charming Bedroom on the Lower East Side,Emily,Manhattan,Lower East Side,40.72007,-73.98559,Private room,90,5,0,,1,0
8898,"Privet bedroom. Super clean, 10 min from Times Sq",Muslum,Manhattan,Hell's Kitchen,40.76636,-73.99334,Private room,150,1,9,2019-05-26,2,88
8899,Entire 1BR Apt in FiDi close to Everything!,Ana,Manhattan,Financial District,40.70903,-74.00596,Entire home/apt,165,20,0,,3,53
8900,EXPERIENCE COLORFUL NYC IN THE BEST LOCATION! R/1,Melly,Brooklyn,Bedford-Stuyvesant,40.68723,-73.95742,Private room,48,15,4,2019-05-21,11,341
8901,Beautiful 5 bedroom+ Oasis in NYC,Bliss Beata,Brooklyn,Flatbush,40.63573,-73.96433,Entire home/apt,745,4,1,2019-01-02,1,28
8902,Bright Brooklyn Home with a View,Ilana,Brooklyn,Crown Heights,40.67157,-73.95806999999999,Entire home/apt,150,10,1,2019-01-02,1,0
8903,Private Williamsburg SunDrenched Large  Studio,Lindsay,Brooklyn,Williamsburg,40.70987,-73.94756,Entire home/apt,210,2,35,2019-06-23,1,170
8904,★SPRING/ SUMMER SALE ALERT★ 10 MIN TO TIMES SQUARE,William,Manhattan,Hell's Kitchen,40.76511,-73.98714,Entire home/apt,394,2,19,2019-06-01,1,68
8905,Ideal location for those new to New York!,Keryn,Manhattan,Inwood,40.86182,-73.93088,Private room,57,14,4,2018-08-17,1,0
8906,[303] 5 min WALK to Times Square,Yasu & Akiko,Manhattan,Hell's Kitchen,40.75987,-73.99056,Private room,155,1,203,2019-06-13,11,211
8907,Sunny & Big Room w/private toilet in Bushwick,Elisa,Brooklyn,Williamsburg,40.70891,-73.94268000000001,Private room,72,3,0,,2,0
8908,Elegant Apartment for Holidays in East Village,Carol,Manhattan,East Village,40.72677,-73.98267,Entire home/apt,150,5,1,2017-12-18,1,0
8909,"Sunny/Quiet/Clean/Zen, in Central Location!",C-S,Manhattan,Chinatown,40.71655,-73.99537,Private room,68,30,4,2019-05-29,2,0
8910,"CHIC, UPSCALE STUDIO-MIDTOWN, PERFECT LOCATION!",Joi,Manhattan,Hell's Kitchen,40.76486,-73.98682,Entire home/apt,200,2,6,2017-08-27,1,0
8911,Cozy Room in the Heart of NYC,Elliot,Manhattan,Kips Bay,40.74155,-73.98235,Private room,70,1,119,2019-06-23,2,3
8912,Williamsburg Sky,Bashan,Manhattan,Civic Center,40.71332,-74.00643000000001,Entire home/apt,300,2,0,,1,89
8913,Spacious getaway room in the heart of Bushwick,Kat,Brooklyn,Bushwick,40.69837,-73.93045,Private room,67,5,34,2019-06-30,1,102
8914,Manhattan Apartment + Extra Travel Bonus,Theresa,Manhattan,Harlem,40.81312,-73.94273000000001,Entire home/apt,177,3,90,2019-06-22,3,175
8915,1BR Apartment on Prettiest Block in West Village!,Richard,Manhattan,West Village,40.73788,-74.00183,Entire home/apt,170,3,2,2018-10-28,1,0
8916,Large bedroom near trains & park,Crystal,Brooklyn,Prospect-Lefferts Gardens,40.66084,-73.96001,Private room,38,20,0,,2,7
8917,Like live in your own home while traveling,Judy,Manhattan,Upper East Side,40.77752,-73.94726,Private room,100,1,0,,1,0
8918,Charming Room in Astoria Close to N and W Trains,Bekah,Queens,Astoria,40.75593,-73.92584000000001,Private room,63,2,8,2017-08-21,1,0
8919,Luxury doorman building great view NYC,Ray,Manhattan,Upper East Side,40.782,-73.95143,Private room,200,2,3,2017-09-19,1,90
8920,Cozy Brooklyn 1 Bed,Drew,Brooklyn,Brooklyn Heights,40.69346,-73.99814,Entire home/apt,125,2,7,2019-06-17,1,47
8921,Great comfortable conveniently located room,Maria,Brooklyn,Fort Greene,40.68286,-73.97134,Private room,80,1,1,2018-01-01,1,0
8922,3Bed - Spanish Harlem Getaway 2 blocks to 1 train,Elise,Manhattan,Harlem,40.81893,-73.95416999999999,Entire home/apt,202,3,0,,1,205
8923,Beautiful 1BR in Prime West Village,Andrew,Manhattan,West Village,40.73194,-74.00189,Entire home/apt,200,4,45,2019-07-01,1,48
8924,"Cobble Hill, sunny large 1BR apt",Lelia,Brooklyn,Cobble Hill,40.687540000000006,-73.99284,Entire home/apt,195,30,38,2019-06-01,1,345
8925,Cosy room in Brooklyn Apartment,Beck,Brooklyn,Flatbush,40.64026,-73.95347,Private room,45,3,2,2016-10-19,2,0
8926,Private Two Bedroom with Garden in Cobble Hill,Paul And Debra,Brooklyn,Carroll Gardens,40.68344,-73.9933,Private room,210,2,75,2019-06-19,1,309
8927,New york Multi-unit building in Williamsburg BR,Marcia,Brooklyn,Williamsburg,40.7045,-73.937,Private room,60,3,1,2018-08-08,1,0
8928,"The best deal, really close to Times Square",Adam,Manhattan,Theater District,40.75863,-73.98812,Private room,40,1,163,2019-06-19,1,102
8929,"Chelsea, Minutes to Time Square, Next to Subway",Luis,Manhattan,Chelsea,40.74648,-73.99286,Private room,40,3,23,2018-05-03,1,0
8930,"Modern, Fresh Chelsea, Athenas Apartment Room",Geraldine,Manhattan,Chelsea,40.741040000000005,-73.99712,Private room,100,1,33,2019-06-29,2,12
8931,"Bright, cozy room in Prospect Heights/Park Slope",Courtney,Brooklyn,Prospect Heights,40.67852,-73.97308000000001,Private room,75,2,11,2019-01-27,2,1
8932,Crown Heights Room Winter Sublet,Gerard,Brooklyn,Crown Heights,40.67176,-73.93387,Private room,30,3,3,2017-12-18,1,0
8933,"Your Room at Roselle’s, Bronx",Massiel,Bronx,Westchester Square,40.843,-73.84806,Private room,65,2,2,2019-06-23,2,135
8934,"Open Space, Outdoor Space",Daphne,Brooklyn,Greenpoint,40.72311,-73.93819,Entire home/apt,150,2,1,2016-02-27,2,0
8935,Big Private BR Steps to Barnard Columbia & Subways,Paul,Manhattan,Morningside Heights,40.80732,-73.9648,Private room,128,1,33,2019-05-23,2,235
8936,"Prime UES, Centrally located, Quiet NYC Apartment",Ranjith,Manhattan,Upper East Side,40.77978,-73.95153,Entire home/apt,119,3,0,,1,0
8937,61st east room C manhattan private,Eliahu,Manhattan,Upper East Side,40.76221,-73.96726,Entire home/apt,140,1,43,2019-06-29,11,281
8938,Doorman XLL Studio Midtown! 5163,Jeremy & Laura,Manhattan,Hell's Kitchen,40.7653,-73.98536,Entire home/apt,117,30,2,2018-04-26,96,198
8939,BEAUTIFUL WILLIAMSBURG BROWNSTONE,Jena,Brooklyn,Williamsburg,40.71334,-73.96207,Entire home/apt,200,30,0,,1,0
8940,Bushwick Loft Transformed into Bohemian Hideaway!,Nick,Brooklyn,Williamsburg,40.70525,-73.93363000000001,Private room,64,1,29,2019-07-05,1,13
8941,Best Brighton Beach welcoming for your stay!,Youssef,Brooklyn,Brighton Beach,40.57762,-73.96051,Entire home/apt,99,2,2,2018-09-16,1,0
8942,"Private room in cozy Harlem, NY Apt",Michelle,Manhattan,Harlem,40.80427,-73.95404,Private room,100,2,15,2019-05-20,2,326
8943,HUGE DUPLEX apartment with BACKYARD,Kelly,Brooklyn,East Flatbush,40.64062,-73.94733000000001,Entire home/apt,215,2,44,2019-07-04,1,279
8944,Beautiful & Clean 2B/2B near Times Square,Jasmine,Manhattan,Hell's Kitchen,40.7616,-73.99368,Entire home/apt,400,2,19,2019-07-04,1,95
8945,1 Bdrm in Luxury High Rise,Jimmy,Manhattan,Financial District,40.7076,-74.01366999999999,Private room,125,3,0,,1,0
8946,Casa De Grattan,Brian,Brooklyn,Williamsburg,40.70624,-73.92860999999999,Shared room,60,2,0,,1,0
8947,Awesome Location with Best Commute,Kimihiro,Manhattan,Chelsea,40.74733,-73.99023000000001,Private room,99,1,17,2019-01-01,1,0
8948,Cozy South Williamsburg Bedroom off Bedford Ave!,Michael,Brooklyn,Williamsburg,40.70834,-73.96646,Private room,60,2,0,,1,339
8949,Beautiful Clean & Quiet Room! Rm#1,Christopher,Queens,Ridgewood,40.70476,-73.90874000000001,Private room,59,1,142,2019-06-16,3,359
8950,Cozy & Private 1 bedroom in Bedstuy,Cass,Brooklyn,Bedford-Stuyvesant,40.693290000000005,-73.94055,Entire home/apt,75,2,12,2018-12-02,1,41
8951,SUBLET in the UWS,Daniel,Manhattan,Upper West Side,40.77817,-73.97844,Entire home/apt,200,1,0,,1,0
8952,2 Bedrooms Entire Beautiful Apt in Williamsburg!,Sebastian,Brooklyn,Williamsburg,40.71372,-73.96231999999999,Entire home/apt,120,4,9,2019-01-06,2,291
8953,Sunny 1 Bedroom in Brooklyn,Catherine,Brooklyn,Bedford-Stuyvesant,40.68237,-73.95257,Entire home/apt,85,2,10,2018-11-15,1,0
8954,Smallest House In The Village,Olivia,Manhattan,East Village,40.72477,-73.98161,Entire home/apt,175,3,185,2019-05-24,2,326
8955,Apt Lincoln Center And Central Park! Best location,Anna,Manhattan,Upper West Side,40.77397,-73.98241999999999,Entire home/apt,299,2,155,2019-06-21,1,267
8956,"Upper West Side, NYC. Near 72nd 1,2,3",Michelene,Manhattan,Upper West Side,40.77953,-73.98421,Entire home/apt,100,2,17,2019-07-01,1,18
8957,Gorgeous 1 Bedroom in Prime Location in Brooklyn!,Nehia,Brooklyn,South Slope,40.66707,-73.98611,Private room,145,4,0,,1,0
8958,HUGE ROOM -- BEST PRICE,Diana,Brooklyn,Bushwick,40.69573,-73.91376,Private room,65,2,17,2019-05-24,2,349
8959,"Sunny, Williamsburg Condo",Ellie,Brooklyn,Williamsburg,40.715720000000005,-73.94058000000001,Entire home/apt,350,2,2,2015-08-02,2,0
8960,D) Cozy Spacious Queen bed WiFi JFK Airport Subway,Joseph,Queens,Jamaica,40.69943,-73.81444,Private room,48,1,49,2019-05-16,4,255
8961,Quintessential West Village Getaway,Carolina,Manhattan,West Village,40.73551,-74.00138000000001,Entire home/apt,250,2,6,2019-07-06,1,19
8962,An Artists' Home in Chinatown - B,Ricky,Manhattan,Chinatown,40.71434,-73.99342,Private room,80,4,1,2015-11-02,1,0
8963,Cozy bedroom close to Manhattan,Kate And Alex,Brooklyn,Bedford-Stuyvesant,40.68293,-73.92924000000001,Private room,50,1,5,2019-07-05,2,359
8964,AC Hotel New York Downtown-7 Nights Min,Yun,Manhattan,Financial District,40.7065,-74.00503,Private room,169,7,1,2019-05-25,13,365
8965,1 bedroom/1 Bath/Balcony/Wash-Dryer,Timothy,Brooklyn,Williamsburg,40.7076,-73.94072,Entire home/apt,87,1,3,2015-10-24,1,0
8966,Splendid 2BED/2BATH Midtown EAST LOFT,Ariel,Manhattan,Upper East Side,40.76256,-73.96389,Entire home/apt,250,6,7,2019-06-22,1,100
8967,Beautiful private bedroom in UES/East Harlem,Petra,Manhattan,East Harlem,40.7929,-73.9391,Private room,90,2,2,2019-06-23,3,0
8968,"Sunny, Spacious, Perfect Location!",Pete,Brooklyn,Carroll Gardens,40.68051,-73.99743000000001,Entire home/apt,109,4,6,2017-03-05,1,0
8969,45 Ave 159 st Flushing private room,Anna,Queens,Flushing,40.76173,-73.80767,Private room,55,2,55,2019-02-28,3,342
8970,Comfy Room Family Home LGA Airport NO CLEANING FEE,Danielle,Queens,East Elmhurst,40.763740000000006,-73.87103,Private room,54,1,430,2019-07-03,5,347
8971,Queen-sized Room Avail in Huge 2 bdrm/2bth loft.,Ian,Brooklyn,Clinton Hill,40.69691,-73.96713000000001,Private room,36,1,8,2019-05-26,1,83
8972,Peace in Brooklyn,Edmund,Brooklyn,Bedford-Stuyvesant,40.68843,-73.92536,Entire home/apt,125,3,96,2019-07-02,1,1
8973,"Cozy Bedroom in Brooklyn, NY",Melissa,Brooklyn,East Flatbush,40.64863,-73.94948000000001,Private room,80,1,27,2019-04-13,3,342
8974,Sunny park-view room in Harlem brownstone,Judie And Steven,Manhattan,Harlem,40.81899,-73.94714,Private room,49,30,11,2019-01-17,4,257
8975,Stylish Studios near Central Park,Elizabeth,Manhattan,Upper West Side,40.77927,-73.97649,Private room,100,28,0,,1,166
8976,Home away from home in Bushwick!,Art,Brooklyn,Bushwick,40.70085,-73.91929,Private room,72,3,1,2017-12-31,2,0
8977,Apartment in the heart of Williamsburg,Maya,Brooklyn,Williamsburg,40.72034,-73.95626,Entire home/apt,100,3,2,2019-04-26,1,2
8978,Renovated 1 Bedroom Apartment in Williamsburg - 3R,Sonia,Brooklyn,Williamsburg,40.7151,-73.95129,Entire home/apt,100,30,6,2018-12-28,4,233
8979,2 Bedroom Apt.-30 secs from C train,Stephen,Brooklyn,Bedford-Stuyvesant,40.67983,-73.92121,Entire home/apt,82,2,80,2019-05-26,1,28
8980,Cozy Brooklyn Studio,Donna,Brooklyn,East Flatbush,40.63718,-73.94060999999999,Entire home/apt,69,2,36,2019-06-09,1,229
8981,Shared Studio (females only),Meg,Manhattan,Greenwich Village,40.73094,-73.999,Shared room,110,999,0,,1,365
8982,Lofty Studio in the heart of Williamsburg,Aimée,Brooklyn,Williamsburg,40.71823,-73.96141,Entire home/apt,180,3,0,,1,0
8983,"Carroll Gardens, 25 ft from F/G",Logan,Brooklyn,Carroll Gardens,40.67986,-73.9945,Private room,60,2,1,2015-08-23,1,0
8984,Pretty 1 BDR  Apt in Times SQ / Theater District,Fuda,Manhattan,Hell's Kitchen,40.76269,-73.98928000000001,Entire home/apt,190,2,4,2019-07-03,1,29
8985,Private Master Bed-Queen Pillowtop & PRIVATE BATH,Crystal,Brooklyn,Bushwick,40.69904,-73.91282,Private room,65,2,37,2019-06-23,1,0
8986,Near to Central Park and 1 ride to Times Sq!,Gabi,Manhattan,East Harlem,40.79505,-73.94360999999999,Entire home/apt,220,2,140,2019-05-27,3,341
8987,New Williamsburg 1B With Backyard,Todd,Brooklyn,Greenpoint,40.71985,-73.94015,Entire home/apt,160,2,19,2017-12-04,1,0
8988,Bright & Spacious Studio,Andrea,Brooklyn,Williamsburg,40.71696,-73.95382,Entire home/apt,160,1,9,2016-09-26,1,0
8989,Spacious and Cozy Room - Just like Home,Freddy,Queens,Ridgewood,40.6963,-73.89965,Private room,50,1,3,2019-01-01,1,189
8990,Spacious Greenwich Village Loft,Bill,Manhattan,West Village,40.73413,-74.00465,Entire home/apt,300,1,5,2015-10-11,1,0
8991,Cosy Studio with a backyard in Forest Hills,Swati,Queens,Forest Hills,40.72143,-73.85521999999999,Entire home/apt,99,1,143,2019-06-28,1,282
8992,NYC Empire Apartment,Blair,Manhattan,Kips Bay,40.74511,-73.97833,Entire home/apt,145,2,0,,1,0
8993,"Large, quiet, sunny room: close to Manhattan & LGA",Nick & Nadia,Queens,Astoria,40.7651,-73.91304000000001,Private room,49,3,36,2018-06-21,1,0
8994,LUXURY Studio Apartment in PRIME Williamsburg,Thais,Brooklyn,Williamsburg,40.71841,-73.95224,Entire home/apt,200,3,0,,1,111
8995,Charming 3 bedroom in Brooklyn!!,Dawn,Brooklyn,Bedford-Stuyvesant,40.685,-73.92022,Private room,73,3,5,2016-10-08,1,359
8996,Comfy Couch in a nice and safe apt!!,Ari,Manhattan,East Harlem,40.790040000000005,-73.94846,Shared room,69,1,136,2019-04-04,4,103
8997,Big Beautiful Brooklyn Apt @ Park!,Marc,Brooklyn,Prospect-Lefferts Gardens,40.65814,-73.96181,Entire home/apt,150,3,87,2019-06-16,1,73
